komentar;label;;;;;;;;;;;;;;;;;;;;;
pengen san tapi takut di jambak gugu gaga;0;;;;;;;;;;;;;;;;;;;;;
orang pertama yg berhasil nikahin ak sama dia aku beliin batagor 15k lesgooo🤭;0;;;;;;;;;;;;;;;;;;;;;
menggoda bget si choi san choi san inii🤭🤭;1;;;;;;;;;;;;;;;;;;;;;
kalo walid nya model beginian gw ridho deh jadi istri ke 4 nya😭😭;0;;;;;;;;;;;;;;;;;;;;;
baru aja buka tiktok;0;;;;;;;;;;;;;;;;;;;;;
mau oleng ke choi san, maafkan aku ya jungwoon🥰;0;;;;;;;;;;;;;;;;;;;;;
mingyu tolong tarik aku cepetan hatiku ketarik choi san;0;;;;;;;;;;;;;;;;;;;;;
mantep bgt anjj;0;;;;;;;;;;;;;;;;;;;;;
asik bang;0;;;;;;;;;;;;;;;;;;;;;
ini kenapa pada godain suami saya ya;0;;;;;;;;;;;;;;;;;;;;;
aduh sayang;0;;;;;;;;;;;;;;;;;;;;;
Gak pernah sepengin ini di pangku😭;1;;;;;;;;;;;;;;;;;;;;;
gk pernah sekacau ini perasaan aku sayangg🥰;0;;;;;;;;;;;;;;;;;;;;;
pulang san aku di godain tetangga;0;;;;;;;;;;;;;;;;;;;;;
mas pulang,izin keluar buat tebar pesona ternyata..;0;;;;;;;;;;;;;;;;;;;;;
udah di fase pengen bgt dipangku san🙏🏻🫦;1;;;;;;;;;;;;;;;;;;;;;
mas ya Allah mantep;0;;;;;;;;;;;;;;;;;;;;;
loh, mas? katanya cuma di kirim di aku kok di post sih;0;;;;;;;;;;;;;;;;;;;;;
gadikasi oleng ke mingi gua😭 ada aja San yg lewat;0;;;;;;;;;;;;;;;;;;;;;
mas di tanyain mama kapan kerumah;0;;;;;;;;;;;;;;;;;;;;;
teknologi sekarang canggih ya, contoh nya ini bisa liat masa depan;0;;;;;;;;;;;;;;;;;;;;;
MANTEP BGT ANJ;0;;;;;;;;;;;;;;;;;;;;;
Kalo lg capek sama hidup bawannya pengen di pangku san sambil nyender di pundaknya 😌😭;1;;;;;;;;;;;;;;;;;;;;;
Diharapkan yg menonton video ini pake Headset ygy , biar makin manteb vibes nya😭👍🏻;0;;;;;;;;;;;;;;;;;;;;;
modal wifi doang udah bisa liat masa depan🤭;0;;;;;;;;;;;;;;;;;;;;;
you.. ndang mrene.;0;;;;;;;;;;;;;;;;;;;;;
EH? kok ganteng? (jay bentar yaa istri mu ini mau mengatal dulu);0;;;;;;;;;;;;;;;;;;;;;
@_ntrr masih keliatan galak?;0;;;;;;;;;;;;;;;;;;;;;
@✰ gapura gua setelah mingyu 🤭;0;;;;;;;;;;;;;;;;;;;;;
ga cuma pangku ini mah tiap hari minta gendong;1;;;;;;;;;;;;;;;;;;;;;
siap menuju anak seribu😭🥰;1;;;;;;;;;;;;;;;;;;;;;
ga pernah lo aku seee pengen ini buat di pangku choi san 🙏🗿;1;;;;;;;;;;;;;;;;;;;;;
anu mass? pangku😭@AZKHA-TAZ🚀 @Marhawi Owi @☆—lauu—☆;1;;;;;;;;;;;;;;;;;;;;;
cara menaiki Choi san;1;;;;;;;;;;;;;;;;;;;;;
aku+San=digrebek wooyoung;0;;;;;;;;;;;;;;;;;;;;;
haii gaiss, makasii yaaaa komenannya udh bikin aku overthinking. gapapa, aku maklumin kok,cowo aku emg se cakep itu, jd worth it buat disukain orang banyak. aku ga marah kok, aman aja;0;;;;;;;;;;;;;;;;;;;;;
ga pernah se pengen ini di naikin Choi san 😔😔;1;;;;;;;;;;;;;;;;;;;;;
badan Segede ini gabisa di sandarin rugi dong rugi banyak gw anj 😔;0;;;;;;;;;;;;;;;;;;;;;
mass aduh meleleh ade mas;0;;;;;;;;;;;;;;;;;;;;;
muka baby badan L-Men;0;;;;;;;;;;;;;;;;;;;;;
assalamualaikum pacar;0;;;;;;;;;;;;;;;;;;;;;
eh kok ada pacar berondong aku ☺️❤️;0;;;;;;;;;;;;;;;;;;;;;
pengen peluk plisss🌹;0;;;;;;;;;;;;;;;;;;;;;
om pangku adek om 😖;1;;;;;;;;;;;;;;;;;;;;;
gak kebayang gimana rasanya di tampar pria gapura kabupaten itu 🥰;1;;;;;;;;;;;;;;;;;;;;;
pengen peluk tapi nanti di kejar si gugu gaga: ^ );0;;;;;;;;;;;;;;;;;;;;;
@kongguan kukus pacar mu noh;0;;;;;;;;;;;;;;;;;;;;;
anuu pangku masss 😘;1;;;;;;;;;;;;;;;;;;;;;
kebetulan ortu lagi butuh menantu🫦💋;0;;;;;;;;;;;;;;;;;;;;;
bahu selebar itu kalo bukan gue yg nyenderin buatt apaah😋🥰;0;;;;;;;;;;;;;;;;;;;;;
CHOI SANNN aku gatal, mupeng digaruk 😵‍💫;1;;;;;;;;;;;;;;;;;;;;;
mas naik yu, naikin aku maksudnya;1;;;;;;;;;;;;;;;;;;;;;
science is so fake.. they say the sun is the hottest thing but obviously it's CHOI SAN😭😭;0;;;;;;;;;;;;;;;;;;;;;
dia ga cocok jadi idol cocoknya jadi suami akuu❤;0;;;;;;;;;;;;;;;;;;;;;
@who🍸 bahu ne kena nggo njegong dewek ketone banget lebar e, koe kiwa nyg tengen😭;0;;;;;;;;;;;;;;;;;;;;;
aduhhh pacarr 😋;0;;;;;;;;;;;;;;;;;;;;;
masyaallah suamiiiii, pangku dongg maniss🥰;1;;;;;;;;;;;;;;;;;;;;;
Just one chance I won’t waste it 😩;1;;;;;;;;;;;;;;;;;;;;;
oh fuck, i see this vid in the early morning and i have never been this blessed before...;0;;;;;;;;;;;;;;;;;;;;;
s3x is good but have you seen this mingyu edit oof too good;1;;;;;;;;;;;;;;;;;;;;;
until my dentist know it's him;1;;;;;;;;;;;;;;;;;;;;;
fortunately they didn't show the REAL thirst tweets😭;0;;;;;;;;;;;;;;;;;;;;;
They didn’t bring Scoups cuz they knew that the tweets abt him are WILDDDDD;0;;;;;;;;;;;;;;;;;;;;;
caption so real;0;;;;;;;;;;;;;;;;;;;;;
born to ride forced to scroll😔;1;;;;;;;;;;;;;;;;;;;;;
broo buzzfeed is right not to bring scoups cause i gurantee 1001% us couprangs are wildin than wild😭😂;0;;;;;;;;;;;;;;;;;;;;;
earlyy babe🤭;0;;;;;;;;;;;;;;;;;;;;;
lord have mercy;1;;;;;;;;;;;;;;;;;;;;;
Whats good now..;0;;;;;;;;;;;;;;;;;;;;;
sex is good but having mingyu 3cms near me sounds better🛐✊🏻 WOOF WOOF WOOF;1;;;;;;;;;;;;;;;;;;;;;
Yay I’m getting seventeen on my fyp now🤭;0;;;;;;;;;;;;;;;;;;;;;
Wait till they read every couprangs tweets😭;0;;;;;;;;;;;;;;;;;;;;;
damnnn MINGYU;0;;;;;;;;;;;;;;;;;;;;;
We were lucky scoups wasn’t in this 💔💔;0;;;;;;;;;;;;;;;;;;;;;
LMAOO I LOVE THIS SM;0;;;;;;;;;;;;;;;;;;;;;
did they really say that!?;0;;;;;;;;;;;;;;;;;;;;;
for more information on the delay;0;;;;;;;;;;;;;;;;;;;;;
s*x is good when it’s with you mingyu 😔;1;;;;;;;;;;;;;;;;;;;;;
he's exactly who he thinks he is;0;;;;;;;;;;;;;;;;;;;;;
Until the neighbors file a noise complaint;1;;;;;;;;;;;;;;;;;;;;;
mingyu: sex is good me: yes;1;;;;;;;;;;;;;;;;;;;;;
hey kim mingyu... WOOF WOOF WOOF WOOF BARK BARK GRRRRR SNARL ARF ARF ARF WOOF BARK BARK BITE BITE WOOF GRRRR ARF ARF ARF WOOF BARK BARK SNARL SNARL ARF WOOF WOOF BARK WOOF WOOF WOOF WOOF BARK BARK GRRRRR SNARL ARF ARF ARF WOOF BARK BARK BITE BITE WOOF GRRR;1;;;;;;;;;;;;;;;;;;;;;
for more information on the;0;;;;;;;;;;;;;;;;;;;;;
Suprised they didnt take a, bye my ride is here or, this made my hole weak- i mwan my whole week;1;;;;;;;;;;;;;;;;;;;;;
til my throat memorizes every vein;1;;;;;;;;;;;;;;;;;;;;;
shibal my life;0;;;;;;;;;;;;;;;;;;;;;
give them the real thirst twts😔😔;0;;;;;;;;;;;;;;;;;;;;;
sex is good, but it would be perfect if it is with him;1;;;;;;;;;;;;;;;;;;;;;
They decided to kill us 2 days straight;0;;;;;;;;;;;;;;;;;;;;;
Ovaries exploded that i actually got my periods that was delayed for a month 🙏🏻😭 thanks seventeen for their services;1;;;;;;;;;;;;;;;;;;;;;
THE TRANSITIONS ARE INSANE OMG;0;;;;;;;;;;;;;;;;;;;;;
Never in my life did I expect to see DK and Joshua in a wh0r3 line edit…;0;;;;;;;;;;;;;;;;;;;;;
the transition from dk to joshua got me giggling and kicking my feet;0;;;;;;;;;;;;;;;;;;;;;
PROTECT CARAT FROM SEVENTEEN🔥;0;;;;;;;;;;;;;;;;;;;;;
top 4 Korean dishes🫦🫦;1;;;;;;;;;;;;;;;;;;;;;
the room would create its own ecosystem 🙏;1;;;;;;;;;;;;;;;;;;;;;
PROTECT CARAATTSS FROOM SEVENTEEN;0;;;;;;;;;;;;;;;;;;;;;
WE FREAKING WANT IT!!!!;0;;;;;;;;;;;;;;;;;;;;;
At this point i have to be spongebob to have them at the same time 🫠🫠;1;;;;;;;;;;;;;;;;;;;;;
IN THIS ECONOMYY!!????;0;;;;;;;;;;;;;;;;;;;;;
THIS IS PERFECT OH MYYY;0;;;;;;;;;;;;;;;;;;;;;
IM ADDING THIS TO MY GOONING COLLECTION;1;;;;;;;;;;;;;;;;;;;;;
tearing up down there;1;;;;;;;;;;;;;;;;;;;;;
ALL NIGHT UNTIL THE NEIGHBORS COMPLAIN;1;;;;;;;;;;;;;;;;;;;;;
I HAVE NOTHING APPROPRIATE TO SAY;0;;;;;;;;;;;;;;;;;;;;;
like the lyrics said guys;0;;;;;;;;;;;;;;;;;;;;;
I'm barking already 💔💔;1;;;;;;;;;;;;;;;;;;;;;
i could take them all;1;;;;;;;;;;;;;;;;;;;;;
uh soo my captions say inapprociate things but normal to carats soo;1;;;;;;;;;;;;;;;;;;;;;
At the same DAMN time;0;;;;;;;;;;;;;;;;;;;;;
OMG!!!! THAT'S THE BEST THING I'VE SEEN TODAY…🫦🫦🫦;0;;;;;;;;;;;;;;;;;;;;;
Not 1 but many thirst trapssss😩😩;0;;;;;;;;;;;;;;;;;;;;;
I WANT IT!!!!!!!!!!!!!!!;0;;;;;;;;;;;;;;;;;;;;;
are we not gonna talk about the captions?;0;;;;;;;;;;;;;;;;;;;;;
Till the dentist know its them;1;;;;;;;;;;;;;;;;;;;;;
#protectcaratsfromseventeen;0;;;;;;;;;;;;;;;;;;;;;
THE CAPTIONSSS!!!!!! I GET YOUUU GIRL!!! 😝😝😝😝😝😝😝😝;0;;;;;;;;;;;;;;;;;;;;;
THAT'S INSAAAANE;0;;;;;;;;;;;;;;;;;;;;;
all 84 fingers is insane;1;;;;;;;;;;;;;;;;;;;;;
gacor banget editan nyaaa;0;;;;;;;;;;;;;;;;;;;;;
siap jadi kucing garong 😼😽;0;;;;;;;;;;;;;;;;;;;;;
toplessteen at the very first week of July is not on my bingo list, I'm going insane 😩😩;0;;;;;;;;;;;;;;;;;;;;;
TRANSITIONS WERE DIABOLICAL YOU ATE THAT;0;;;;;;;;;;;;;;;;;;;;;
My legs are getting divorced Right now [photo];1;;;;;;;;;;;;;;;;;;;;;
STOOOP GURL IM GONNA JUMP THIS IS AMAZING;0;;;;;;;;;;;;;;;;;;;;;
They need to apologize too for my ovaries explosion 😔;1;;;;;;;;;;;;;;;;;;;;;
THE SUBTITLES ?!&@&@*?!,@&×,!?!?! real;0;;;;;;;;;;;;;;;;;;;;;
this is so yummy ngl;1;;;;;;;;;;;;;;;;;;;;;
my legs are divorcing sirs;1;;;;;;;;;;;;;;;;;;;;;
till my throat memorize their veins;1;;;;;;;;;;;;;;;;;;;;;
it's getting so hard to breath and now my nose is bleeding and it's not because it's summer it's from the heat svt create 🤤🤤😵‍💫😵‍💫🥵🥵;0;;;;;;;;;;;;;;;;;;;;;
it's so WOOF WOOF WOOF WOOF WOOF WOOF WOOF WOOF WOOF WOOF WOOF WOOF WOOF;1;;;;;;;;;;;;;;;;;;;;;
Scoups my legs r actually quivering;1;;;;;;;;;;;;;;;;;;;;;
im losing my mind i have to touch some grass😮‍💨;0;;;;;;;;;;;;;;;;;;;;;
WHOS THAT FINE MAN WITH THE BACK;0;;;;;;;;;;;;;;;;;;;;;
eh eh bagoyang dia;0;;;;;;;;;;;;;;;;;;;;;
THE CAPTIONS BRUH WYHAT THE EHEHEHHEHXGC;0;;;;;;;;;;;;;;;;;;;;;
at this point touching grass won't help ITS A TRIPLE KILL😭;0;;;;;;;;;;;;;;;;;;;;;
THE EDIT IS SOOO GOOD 😘🤌🏻✨;0;;;;;;;;;;;;;;;;;;;;;
legs are divorcing, ovaries exploding WOOF WOOF ARF ARF BARK GRR WOOF BARK BARK ARF ARF WOOF WOOF AWOOO GRR BARK BARK;1;;;;;;;;;;;;;;;;;;;;;
I NEED THEM RAW EWW RW [photo];1;;;;;;;;;;;;;;;;;;;;;
ovaries exploded now they gotta apologize again;1;;;;;;;;;;;;;;;;;;;;;
God gave me 3 holes for a reason (i’m about to grow a 4th one actually);1;;;;;;;;;;;;;;;;;;;;;
OH IM BARKINNNGGGGGGG ALRIGHT 😂😂😂😂;1;;;;;;;;;;;;;;;;;;;;;
BARK LIKE U WANT ITTT BABYYY;1;;;;;;;;;;;;;;;;;;;;;
w*0re members 😔💔;1;;;;;;;;;;;;;;;;;;;;;
makin liar ya.. gakuat;0;;;;;;;;;;;;;;;;;;;;;
moan till my throat hurts, s(ceaming) all night and day. imma bark like a dog until I don't want it anymore which is not gonna happen😛🫦;1;;;;;;;;;;;;;;;;;;;;;
WOOF WOOF BARK BARK HOWL GRRRRR SNARL ARF ARF ARF WOOF BARK BARK HOWL GRRRRR SNARL ARF ARF ARF WOOF BARK BARK HOWL GRRRRR SNARL ARF;1;;;;;;;;;;;;;;;;;;;;;
2 holes just for them;1;;;;;;;;;;;;;;;;;;;;;
#whoremembers;1;;;;;;;;;;;;;;;;;;;;;
I’ve been here since 7 hour ago, leave me here and scroll away;0;;;;;;;;;;;;;;;;;;;;;
wh0re line : S.Coups, Joshua, Mingyu, DK. Rapping: S.Coups - Vocals: Joshua - Dancing: Mingyu - Vocalist/Maknae: DK - DEBUTED AS AN OFFICIAL SVT UNIT ON JULY 6, 2025 (trust);1;;;;;;;;;;;;;;;;;;;;;
literally all of them are my bias line 😭 just kms;0;;;;;;;;;;;;;;;;;;;;;
"\""OPEN THE DOOR!\"" oh i thought open my legs";1;;;;;;;;;;;;;;;;;;;;;
CHAEUNWOO my darling, my love, my sweetness, my world, my baby, my solace, my rainbow, my daily spirit, my night moon, my stars in the sky, my fire of enthusiasm, the flowers in my garden, my cooling water, my soul's life, the owner of my longing, the cure for my wounds, the soother of my heart, the light of my path, my soul mate, the guardian of my heart, the reason for my smile, the owner of my beating heart, the tune in my song, my beautiful dream, my night guard, the soother of my soul, the lamp in my darkness, the crashing of my waves, my morning sun, my gentle breeze, the refreshing rain, the calming dusk, the dew on the leaves, the sun of life, the poetry in my heart, the eternal story, the harmony of my soul, the endless longing, my complement, my final destination, my life's inspiration, the melody of my tune, my warmest hug, the smile I long for, my little heaven, the guardian of my dreams, the light of my stars, my breath, the sigh of my longing, the beat of my heart, my most beautiful night, the hope in my life, the dawn of my salvation, my bright afternoon, my calm waves, my shield of my heart, my love ark, my night blanket, my morning embrace, my universe harmony, my heart's idol, the flower sower on my path, my love lantern, the morning star in my darkness, the oxygen in my breath, my ocean of love, my living soul, the aurora of my love, the inspiration of my longing, the solace of my fatigue, my limitless happiness, and the eternal time in my life;0;;;;;;;;;;;;;;;;;;;;;
SOUND NYA MELEKAT DI IM SIWAN 😭😭;0;;;;;;;;;;;;;;;;;;;;;
mantep banget anjj.;0;;;;;;;;;;;;;;;;;;;;;
astagfirullah, mantap;0;;;;;;;;;;;;;;;;;;;;;
ihh ini kok ngga selesai2 videonya☺️;0;;;;;;;;;;;;;;;;;;;;;
dasha taran aja di tolak apa lagi kita yang kaya perintilan baru krikil😭;0;;;;;;;;;;;;;;;;;;;;;
saingannya dasha taran😭😭;0;;;;;;;;;;;;;;;;;;;;;
kedat kedut hati adek😭🙏;0;;;;;;;;;;;;;;;;;;;;;
di aku ccok, bikin mata segerr;0;;;;;;;;;;;;;;;;;;;;;
ga diliat penasaran,diliat malah ketagihan 🔥;0;;;;;;;;;;;;;;;;;;;;;
guys saingan kita dasha taran😔🙏🏻;0;;;;;;;;;;;;;;;;;;;;;
ADUHH PAKEE MELET MELET LAGII UHGG😫😫😫;0;;;;;;;;;;;;;;;;;;;;;
menggatal semua menggatal;0;;;;;;;;;;;;;;;;;;;;;
24 hari sebelum di tinggal wamil😔;0;;;;;;;;;;;;;;;;;;;;;
ini cemilan apa kak kok menggoda bgt😭;1;;;;;;;;;;;;;;;;;;;;;
ini durasi nya emg 1 jam ya;0;;;;;;;;;;;;;;;;;;;;;
pengen lariii kepelukannya;0;;;;;;;;;;;;;;;;;;;;;
udah berapa jam gue disini;0;;;;;;;;;;;;;;;;;;;;;
😱😱 waduh cinta merah jambu❤️‍🔥;0;;;;;;;;;;;;;;;;;;;;;
udah pernah nyoba, gurih, kecut dikit, manis banget, pedes dikit enak banget bikin nagih apa lagi Minggu;1;;;;;;;;;;;;;;;;;;;;;
duh dia kayak godain ak gasi? 😓;0;;;;;;;;;;;;;;;;;;;;;
ga pernah sepengen ini sama manusia;1;;;;;;;;;;;;;;;;;;;;;
susah untuk di skip;0;;;;;;;;;;;;;;;;;;;;;
are u dangdut? because u make my heart kedat kedut;0;;;;;;;;;;;;;;;;;;;;;
cinta merah ❌ baju merah ✅;0;;;;;;;;;;;;;;;;;;;;;
duhh mas😭;0;;;;;;;;;;;;;;;;;;;;;
ini cara make nya gimana yah?;1;;;;;;;;;;;;;;;;;;;;;
teknologi sekarang canggih ya bisa liat masa depan;0;;;;;;;;;;;;;;;;;;;;;
kenapa orang korea badannya bagus bagus ya;0;;;;;;;;;;;;;;;;;;;;;
dia punya handsome lain macam smpaikn aku tk mampu nk minat dia ni😩😩;0;;;;;;;;;;;;;;;;;;;;;
duluan aku udh sejam disini;0;;;;;;;;;;;;;;;;;;;;;
biasanya yang kayak gini lagi kasmaran 🤭;0;;;;;;;;;;;;;;;;;;;;;
nih bdannya klo di peluk rasanya gimna yaa😭;1;;;;;;;;;;;;;;;;;;;;;
oh di like di kira di naikin🤤;1;;;;;;;;;;;;;;;;;;;;;
Gak pernah se tersaingi ini 😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
ya ampun mas mantep banget😭;0;;;;;;;;;;;;;;;;;;;;;
knp melet sih, kan aku jdi kepelet😭❤;0;;;;;;;;;;;;;;;;;;;;;
bikin sesak nafas liatnya😖😍😍😍;0;;;;;;;;;;;;;;;;;;;;;
CAKEP BANGET ANJ;0;;;;;;;;;;;;;;;;;;;;;
SEDAP BGT YA ALLAH SLRUUPPPP;1;;;;;;;;;;;;;;;;;;;;;
Musiknya kek mahjong😭😭;0;;;;;;;;;;;;;;;;;;;;;
KENYAL BANGET YA KAK;0;;;;;;;;;;;;;;;;;;;;;
kenapa yang berotot itu rata rata sipit ya kalo ketawa, senyum?? herann banget bikin keseleo;0;;;;;;;;;;;;;;;;;;;;;
menggoda bgt kek takjil;1;;;;;;;;;;;;;;;;;;;;;
ah mantap 🤭;0;;;;;;;;;;;;;;;;;;;;;
ohh diliatin,kirain di nikahin;0;;;;;;;;;;;;;;;;;;;;;
astagfirullah MANTAP;0;;;;;;;;;;;;;;;;;;;;;
sedep bgt mingyu top merah🤤;1;;;;;;;;;;;;;;;;;;;;;
gasiap banget di tinggal wamil😭;0;;;;;;;;;;;;;;;;;;;;;
ini bisa di makan ga sih?;0;;;;;;;;;;;;;;;;;;;;;
ra kober cawetan ki🥺;1;;;;;;;;;;;;;;;;;;;;;
and now I fully understand why cheol wasn't on BuzzFeed;0;;;;;;;;;;;;;;;;;;;;;
this is WHY they didn’t include s.coups and COUPRANG tweets 😭😭😭😭😭😭😭😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
"I would give him the most sloppiest, wettest, creamiest, soul taking, slimy, life changing, death dropping, heaven sent, flabbergasting, hypnotizing, heavenly, astonishing, leg trembling, hands desperately grabbing the sheets, legs stretching out again and again, toe curling, voice breaking, whimper causing, waist slowly moving up and down, small heavy breath, \I can't take it much longer\ breaths getting quicker, back arching, edging begging for relief, warm hot rush bubbling up spit upon spit tongue twisting ground tip-talking against month sideways spit from the end and lick from the bottom to the top then spit from the to and lick to the bottom deepthroating mascara dripping down my face, slower then faster faster than little faster then perfect pace twisting mouth around each side, hands in my hair brutally using my mouth, spiritually enlightening chakra balancing mangekyo sharingan unlocking golden light like a halo around the top noise from the very edge of his throat for the final release head ever. And THEN l'd let him pound me so hard into the bed and use my body as though it doesn't belong to anymore that he literally throws me around and does as he please. I wouldn't argue I wouldn't raise a word no sir not to daddy absolutely not. He could ruin me hit me choke me        tie me up        bite me I would absolutely encourage everything he does as long as I get a smidge of his attention and love. This man could make me fuck myself on his fingers and I wouldn't argue even if I ended up passing out he could bruise me up and laugh at me and I would take it just to listen to him praise me. I would take him for 50 rounds in 60 positions cause never back down never what???? NEVER GIVE UP and I am not giving up to screw me till my mind becomes nothing but subservient to him.""";1;;;;;;;;;;;;;;;;;;;;;
Until I’m swollen, Until i can’t walk, Until I’m numb, Until my head hurts, Until my cheeks are red, Until the neighbors know his name, Until my eyes are rolled back and it stays there. Till my throat memorizes every vein. Till the doctors think he changed my red blood cells white. Till we create the next ocean. Till he changes my dna to his. To my holes speak to him in Morse code. Till the neighbours file a noise complaint.;1;;;;;;;;;;;;;;;;;;;;;
I’m not cinderella but I know it fits[yummy];1;;;;;;;;;;;;;;;;;;;;;
i could produce another seventeen with him;1;;;;;;;;;;;;;;;;;;;;;
buzzfeed wouldve had to block me;0;;;;;;;;;;;;;;;;;;;;;
there's my ride! not a vehicle tho;1;;;;;;;;;;;;;;;;;;;;;
imagine if these comments were the ones they've seen 😭 HAHAHAHAHAHA;0;;;;;;;;;;;;;;;;;;;;;
THIS is why cheol wasn’t at buzzfeed lmao;0;;;;;;;;;;;;;;;;;;;;;
Is that my handsome, elegant, intelligent, charming, kind, thoughtful, strong, courageous, creative, brilliant, gentle, humble, generous, passionate, wise, funny, loyal, dependable, graceful, radiant, calm, confident, warm, compassionate, witty, adventurous, respectful, sincere, magnetic, bold, articulate, empathetic, inspiring, honest, patient, powerful, attentive, uplifting, classy, friendly, reliable, ambitious, intuitive, talented, supportive, grounded, determined, charismatic, extraordinary, trustworthy, noble, dignified, perceptive, innovative, refined, considerate, balanced, open-minded, composed, imaginative, mindful, optimistic, virtuous, noble-hearted, well-spoken, quick-witted, deep, philosophical, fearless, affectionate, expressive, emotionally intelligent, resourceful, delightful, fascinating, sharp, selfless, driven, assertive, authentic, vibrant, playful, observant, skillful, generous-spirited, practical, comforting, brave, wise-hearted, enthusiastic, dependable, tactful, enduring, discreet, well-mannered, composed, mature, tasteful, joyful, understanding, genuine, brilliant-minded, encouraging, well-rounded, magnetic, dynamic, radiant, radiant-spirited, soulful, radiant-hearted, insightful, creative-souled, justice-minded, reliable-hearted, tender, uplifting-minded, persevering, devoted, angelic, down-to-earth, golden-hearted, gentle-spirited, clever, courageous-hearted, courteous, harmonious, loyal-minded, beautiful-souled, easygoing, sincere-hearted, respectful-minded, comforting-voiced, confident-minded, emotionally strong, respectful-souled, imaginative-hearted, protective, noble-minded, confident-souled, wise-eyed, loving, serene, magnetic-souled, expressive-eyed, brilliant-hearted, inspiring-minded, kind hearted, and absolutely unforgettable king Scoups spotted?;0;;;;;;;;;;;;;;;;;;;;;
the way my hand FLEEWWWWWW DOWN😆✌️✌️;1;;;;;;;;;;;;;;;;;;;;;
no flash warning? I have epilepsy and my legs are shaking and spreading. Raw next question. I have NOTHING appropriate to say. 5 mins and a hair tie. Can we save hex. All 10 fingers. My fingers are tired. Who has my clothes? Both lips smiled. Born to ride forced to scroll. Bedsheet- soaked. To infinity and beyond. Till my throat memorizes every vein. till the doctors think he changed my red blood cells white. till we create the next ocean. till he changes my dna to his. till my holes speak to him in Morse code. A tear rolled down my leg. FLASH US. This made my whole week, sorry I meant hole weak.;1;;;;;;;;;;;;;;;;;;;;;
his wife was so lucky for sure;0;;;;;;;;;;;;;;;;;;;;;
until my mouth remembers every vein;1;;;;;;;;;;;;;;;;;;;;;
Until I’m swollen, Until i can’t walk, Until I’m numb, Until my head hurts, Until my cheeks are red, Until the neighbors know his name, Until my eyes are rolled back and it stays there. Till my throat memorizes every vein. Till the doctors think he changed my red blood cells white. Till we create the next ocean. Till he changes my dna to his. To my holes speak to him in Morse code. Till the neighbours file a noise complaint.;1;;;;;;;;;;;;;;;;;;;;;
"I would give him the most sloppiest, wettest, creamiest, soul taking, slimy, life changing, death dropping, heaven sent, flabbergasting, hypnotizing, heavenly, astonishing, leg trembling, hands desperately grabbing the sheets, legs stretching out again and again, toe curling, voice breaking, whimper causing, waist slowly moving up and down, small heavy breath, \I can't take it much longer\ breaths getting quicker, back arching, edging begging for relief, warm hot rush bubbling up spit upon spit tongue twisting ground tip-talking against month sideways spit from the end and lick from the bottom to the top then spit from the to and lick to the bottom deepthroating mascara dripping down my face, slower then faster faster than little faster then perfect pace twisting mouth around each side, hands in my hair brutally using my mouth, spiritually enlightening chakra balancing mangekyo sharingan unlocking golden light like a halo around the top noise from the very edge of his throat for the final release head ever. And THEN l'd let him pound me so hard into the bed and use my body as though it doesn't belong to anymore that he literally throws me around and does as he please. I wouldn't argue I wouldn't raise a word no sir not to daddy absolutely not. He could ruin me hit me choke me        tie me up        bite me I would absolutely encourage everything he does as long as I get a smidge of his attention and love. This man could make me fuck myself on his fingers and I wouldn't argue even if I ended up passing out he could bruise me up and laugh at me and I would take it just to listen to him praise me. I would take him for 50 rounds in 60 positions cause never back down never what???? NEVER GIVE UP and I am not giving up to screw me till my mind becomes nothing but subservient to him.""";1;;;;;;;;;;;;;;;;;;;;;
Until the birth rate in korea rises;1;;;;;;;;;;;;;;;;;;;;;
it’s not a want it’s a NEED 😩😩 that first clip ??? wtaf;0;;;;;;;;;;;;;;;;;;;;;
Waitttt vernon at the backkkkk😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
until our neighbor know his name😌;1;;;;;;;;;;;;;;;;;;;;;
kuat-kuat yg jdi istrinya csc;0;;;;;;;;;;;;;;;;;;;;;
pesona duda 12 anak 🤣😍;0;;;;;;;;;;;;;;;;;;;;;
sound nya udah nyatu bgt vibe nya;0;;;;;;;;;;;;;;;;;;;;;
JUST ONE NIGHT SEUNGCHEOL;1;;;;;;;;;;;;;;;;;;;;;
Who is the boy on the left side in the first video?;0;;;;;;;;;;;;;;;;;;;;;
what was it that mingyu said? WOOF WOOF WOOF BARK BARK BARK 🐕🗣️;1;;;;;;;;;;;;;;;;;;;;;
akhh babeh jangan gitu ihh aku gk kuat😘;0;;;;;;;;;;;;;;;;;;;;;
Until the paint is peeling off walls;1;;;;;;;;;;;;;;;;;;;;;
Make a Woozi version, please;0;;;;;;;;;;;;;;;;;;;;;
i love men with a big heart🔛🔝;1;;;;;;;;;;;;;;;;;;;;;
godaan yang harus digodain 💋;0;;;;;;;;;;;;;;;;;;;;;
the thirst comments 😭😭;0;;;;;;;;;;;;;;;;;;;;;
gantengg sihh tapii gakk bisaa dii miliki;0;;;;;;;;;;;;;;;;;;;;;
His girlfriend is so lucky;0;;;;;;;;;;;;;;;;;;;;;
Can i ask you what you use to edit???;0;;;;;;;;;;;;;;;;;;;;;
i will show him milky way in broad day light 😌😌 [photo];1;;;;;;;;;;;;;;;;;;;;;
